iter	MultiClass
261	0.674643702
262	0.6737262704
263	0.6733555661
264	0.672602912
265	0.6716020144
266	0.6714101065
267	0.6710756111
268	0.6705990502
269	0.6702754809
270	0.6698347813
271	0.6693077484
272	0.6690738915
273	0.6684800695
274	0.6682415453
275	0.6679732575
276	0.6678235117
277	0.6675082733
278	0.66726467
279	0.667038581
280	0.6667595609
281	0.6662500795
282	0.6659190763
283	0.6656077265
284	0.6645129433
285	0.6644194246
286	0.6638874622
287	0.6637490782
288	0.6626201789
289	0.6624261692
290	0.662111597
291	0.6616814794
292	0.6615609819
293	0.6612320703
294	0.6610461384
295	0.660896331
296	0.6607000947
297	0.6602337903
298	0.6597879055
299	0.6595296137
300	0.6589864086
301	0.6588083933
302	0.6579394596
303	0.6574185758
304	0.6572467241
305	0.6570311087
306	0.6565824632
307	0.6563350956
308	0.656203169
309	0.6559648818
310	0.655418402
311	0.6551958523
312	0.6546328291
313	0.654145177
314	0.6536647837
315	0.6535696863
316	0.6532344578
317	0.6531572762
318	0.6529798583
319	0.6528369491
320	0.6524897433
321	0.6519443621
322	0.651846029
323	0.6515799888
324	0.6509614454
325	0.6506652054
326	0.6502809447
327	0.6497356578
328	0.6494270447
329	0.648988051
330	0.6488452676
331	0.6485612019
332	0.6483372922
333	0.6477502762
334	0.6474716891
335	0.6470896813
336	0.6467775425
337	0.6465052217
338	0.6463027744
339	0.6460521678
340	0.6458156389
341	0.645765833
342	0.6457032224
343	0.6453337055
344	0.6449057672
345	0.6447761958
346	0.6444612858
347	0.6441175939
348	0.6440511428
349	0.6438825787
350	0.6434559153
351	0.6432483373
352	0.6427762098
353	0.6426703292
354	0.6424799003
355	0.6415949272
356	0.6411677586
357	0.6409510226
358	0.6405000339
359	0.6402726392
360	0.6400031481
361	0.6398966195
362	0.63966477
363	0.6393721025
364	0.638765169
365	0.6384913951
366	0.6383368956
367	0.6380830434
368	0.6379708491
369	0.6377256517
370	0.6375902053
371	0.6370184103
372	0.6368711632
373	0.6367051505
374	0.636347645
375	0.6361763645
376	0.6360696401
377	0.635782409
378	0.635665163
379	0.6354181725
380	0.6352181052
381	0.63505303
382	0.6348953197
383	0.6345659255
384	0.6337340697
385	0.6335578013
386	0.632842791
387	0.6326864809
388	0.6325315986
389	0.6322913692
390	0.6320931997
391	0.6315352291
392	0.6311712303
393	0.6308356762
394	0.6306062064
395	0.6304611368
396	0.6301544394
397	0.6294848861
398	0.6290916698
399	0.6289978895
400	0.628779943
401	0.6285866943
402	0.6284119077
403	0.6279182335
404	0.6276118299
405	0.6274663364
406	0.6260817544
407	0.6257296275
408	0.6255695015
409	0.6251322199
410	0.625014607
411	0.6248836939
412	0.6244212776
413	0.6242798776
414	0.6238655574
415	0.6237321359
416	0.6235800482
417	0.6231097343
418	0.6228484329
419	0.62242856
420	0.6222039356
421	0.6218197431
422	0.6216797901
423	0.6214638102
424	0.6213733839
425	0.621174836
426	0.620625264
427	0.6204056185
428	0.6199351618
429	0.6196710345
430	0.6191223182
431	0.6188662347
432	0.6187295699
433	0.6186086185
434	0.6184692998
435	0.6183179051
436	0.6182384954
437	0.617674409
438	0.6173684256
439	0.6172262789
440	0.6170771109
441	0.6167969568
442	0.616638975
443	0.6162250893
444	0.6161301848
445	0.6158836074
446	0.6157420796
447	0.6153613708
448	0.6151465175
449	0.6149815888
450	0.6147411393
451	0.6145749882
452	0.6141845558
453	0.6138324439
454	0.6137480186
455	0.6136563949
456	0.613513625
457	0.613151955
458	0.6130492475
459	0.6128919183
460	0.6126998653
461	0.6118384398
462	0.6117405609
463	0.6114738103
464	0.6109073164
465	0.6102412709
466	0.6097216291
467	0.6094411593
468	0.6087647285
469	0.6086162018
470	0.6083522874
471	0.6082458268
472	0.608094705
473	0.6076777555
474	0.6073999624
475	0.607280426
476	0.6070968141
477	0.6069943215
478	0.6069213658
479	0.6067974209
480	0.6066404148
481	0.6065114996
482	0.6062666135
483	0.6053653367
484	0.6052933522
485	0.6051936934
486	0.604985888
487	0.6046743786
488	0.604409009
489	0.6040797602
490	0.6037056648
491	0.6034877224
492	0.6032141884
493	0.6030747111
494	0.6028913292
495	0.6027963269
496	0.6022558321
497	0.602097352
498	0.6018395482
499	0.6017757893
500	0.6017117891
501	0.6015525604
502	0.6014624879
503	0.6013335804
504	0.6008452356
505	0.6007033909
506	0.6003307889
507	0.600116192
508	0.6000303901
509	0.5997900641
510	0.5995068031
511	0.599208457
512	0.5991042119
513	0.598886959
514	0.5987530751
515	0.598572353
516	0.5982997746
517	0.5982223003
518	0.5981265998
519	0.5975285351
520	0.5973861568
521	0.5968686722
522	0.5964186677
523	0.5963026202
524	0.596165653
525	0.596104623
526	0.5960310392
527	0.5957489738
528	0.5956246357
529	0.5954475596
530	0.5953455945
531	0.5947389269
532	0.5946925795
533	0.594502713
534	0.5942852987
535	0.5942238732
536	0.5940011336
537	0.5938695323
538	0.5937697568
539	0.5937011433
540	0.5934055965
541	0.5932144371
542	0.5930536404
543	0.592892118
544	0.5927598671
545	0.5926622831
546	0.5924563672
547	0.5922129315
548	0.5919620093
549	0.591824627
550	0.591722972
551	0.5915176573
552	0.5913484869
553	0.5908623639
554	0.5907740845
555	0.5905757157
556	0.5905088457
557	0.5904207181
558	0.5901491388
559	0.5899306432
560	0.5898594211
561	0.5897187997
562	0.5896509459
563	0.5895871924
564	0.5894891013
565	0.5894031109
566	0.5893207034
567	0.5892766204
568	0.5891596278
569	0.5890082006
570	0.588726959
571	0.5883568356
572	0.5881959042
573	0.5881259178
574	0.5877911648
575	0.5875718206
576	0.5872959442
577	0.5872259063
578	0.5871048923
579	0.5868270788
580	0.5867240049
581	0.5866115602
582	0.5862858335
583	0.5860059594
584	0.5859444663
585	0.5854495057
586	0.5853660693
587	0.5853106734
588	0.5851343697
589	0.5850332666
590	0.5849328479
591	0.5848107236
592	0.5845156754
593	0.5842435436
594	0.5841741866
595	0.5840285482
596	0.583896797
597	0.5837748151
598	0.5834355066
599	0.5832118107
600	0.5830507984
601	0.5827440354
602	0.582590064
603	0.5825158526
604	0.5823908498
605	0.5822389552
606	0.5821533284
607	0.5820330556
608	0.5819322916
609	0.5818511533
610	0.5817861333
611	0.5817023065
612	0.5815956983
613	0.5814140195
614	0.5813073471
615	0.581237955
616	0.5811871421
617	0.5809754485
618	0.5808971537
619	0.5806599846
620	0.5804822456
621	0.5803951821
622	0.5802675735
623	0.5801027285
624	0.5798184628
625	0.5797286121
626	0.5794119277
627	0.579320316
628	0.5792304217
629	0.5789868894
630	0.5785863011
631	0.5785264441
632	0.5784244473
633	0.5777475107
634	0.5775663855
635	0.5774306649
636	0.577342189
637	0.5772270311
638	0.5771543439
639	0.5770888307
640	0.5770173054
641	0.5769065772
642	0.5766505559
643	0.5762580199
644	0.5760814075
645	0.5758945354
646	0.5758123537
647	0.5757541232
648	0.5756171965
649	0.5748938168
650	0.5747769621
651	0.5746443677
652	0.5745621543
653	0.5744012375
654	0.5742986529
655	0.5742115223
656	0.5741340057
657	0.5740482221
658	0.5739435389
659	0.5737876268
660	0.5735898287
661	0.5732866534
662	0.5732193089
663	0.5730279872
664	0.572922315
665	0.5728042246
666	0.5725674518
667	0.5724907746
668	0.5723975442
669	0.5721202795
670	0.571931122
671	0.5718030547
672	0.57174606
673	0.5716832253
674	0.5714036441
675	0.5713118142
676	0.5711905003
677	0.5708824606
678	0.5707507886
679	0.5704790609
680	0.5703606988
681	0.5700434378
682	0.5699580616
683	0.5695298557
684	0.5694419506
685	0.5690775129
686	0.5690250758
687	0.5689668807
688	0.5688449487
689	0.5687971652
690	0.5680653177
691	0.5679297082
692	0.5678451349
693	0.5677981134
694	0.5676807935
695	0.5675113046
696	0.5674509113
697	0.5673483838
698	0.5672048418
699	0.5669876898
700	0.5668773949
701	0.5667150426
702	0.5662264054
703	0.5658992101
704	0.5656159423
705	0.565556366
706	0.5654823303
707	0.5654258823
708	0.5652350204
709	0.5651849122
710	0.5648144141
711	0.5646308953
712	0.5645545531
713	0.564473935
714	0.5643322794
715	0.5639395032
716	0.5638856068
717	0.5638013194
718	0.5637344575
719	0.5635461441
720	0.56343435
721	0.5633798873
722	0.5629527516
723	0.5625242603
724	0.5623072597
725	0.562246929
726	0.562066923
727	0.5619936042
728	0.561942094
729	0.561617347
730	0.5613503786
731	0.5611868418
732	0.560819136
733	0.560715994
734	0.5606090153
735	0.5604377814
736	0.5603744924
737	0.5602668014
738	0.5601949474
739	0.5600441826
740	0.5598851577
741	0.5598212315
742	0.5595600202
743	0.5594531006
744	0.5592769335
745	0.5591824718
746	0.5591096012
747	0.5589576439
748	0.5587861823
749	0.5582812612
750	0.5581985981
751	0.5580314981
752	0.5578869296
753	0.5577441742
754	0.5576434117
755	0.5574511965
756	0.5573663983
757	0.5573044522
758	0.5572492286
759	0.5568417203
760	0.5566749023
761	0.5563400626
762	0.5562877758
763	0.556074091
764	0.5558267286
765	0.5556901201
766	0.5555781473
767	0.5555114909
768	0.5554340509
769	0.5553391784
770	0.5552720078
771	0.5551891611
772	0.5551085378
773	0.5549983806
774	0.5549315741
775	0.5548889821
776	0.5546026747
777	0.5545460368
778	0.5544774798
779	0.5543349848
780	0.5542416972
781	0.5541782565
782	0.55410683
783	0.5540530478
784	0.5539487986
785	0.5538647627
786	0.553774671
787	0.5535732301
788	0.5534238517
789	0.5529911633
790	0.5528579248
791	0.5527272552
792	0.5526861151
793	0.5525145226
794	0.5524147539
795	0.5522602042
796	0.5519647568
797	0.551819337
798	0.5517481441
799	0.5513455394
800	0.5512460181
801	0.5511440419
802	0.5510929353
803	0.550979229
804	0.5508274402
805	0.5505875244
806	0.550488376
807	0.5502762262
808	0.5501455922
809	0.550081855
810	0.5498825973
811	0.549770083
812	0.5497266542
813	0.549245683
814	0.5490787873
815	0.5490208688
816	0.5489295762
817	0.5488604113
818	0.5484120465
819	0.5483308387
820	0.5480509203
821	0.5477549106
822	0.5474523578
823	0.5470269119
824	0.546968903
825	0.5469022742
826	0.5468263835
827	0.5465211409
828	0.546372086
829	0.5463124415
830	0.5461961687
831	0.5461361008
832	0.5460895232
833	0.5460403904
834	0.5460002571
835	0.5457787169
836	0.5457011588
837	0.5455489021
838	0.5453649336
839	0.5452410551
840	0.5451786228
841	0.5449292535
842	0.5448357134
843	0.5447809072
844	0.5447181632
845	0.5446691802
846	0.5444465343
847	0.5442446512
848	0.5442021816
849	0.5439561972
850	0.5437806254
851	0.5436649106
852	0.5435991644
853	0.5435218516
854	0.5431848866
855	0.5431057675
856	0.5430435334
857	0.5428887179
858	0.5427906468
859	0.5427513237
860	0.5423785403
861	0.5423161236
862	0.5422753417
863	0.5421897644
864	0.5420877279
865	0.5420095015
866	0.541941604
867	0.5417221103
868	0.5415907784
869	0.5415400939
870	0.5414956237
871	0.5414432378
872	0.5413700204
873	0.5413152769
874	0.5411607776
875	0.5411016535
876	0.5410348433
877	0.5409652934
878	0.5409051171
879	0.5408375024
880	0.54076916
881	0.5406573407
882	0.540169026
883	0.5399744734
884	0.5394223925
885	0.5393515666
886	0.5389798387
887	0.5389312415
888	0.5387927355
889	0.5387162814
890	0.5386254253
891	0.5385659649
892	0.5383521646
893	0.5382920917
894	0.5381564962
895	0.5374063534
896	0.537351879
897	0.5371379916
898	0.5370851032
899	0.5368559547
900	0.5367409353
901	0.5365790296
902	0.5364770199
903	0.5362941855
904	0.5362513632
905	0.5361564733
906	0.5359787187
907	0.5356913046
908	0.5356208794
909	0.5355142209
910	0.535220929
911	0.5351655883
912	0.5348833615
913	0.5348326573
914	0.5347704852
915	0.5345472092
916	0.5344779395
917	0.5344050668
918	0.5343575015
919	0.5341550678
920	0.5339372376
921	0.5337918371
922	0.533609683
923	0.5335394194
924	0.5334823324
925	0.5333838256
926	0.5333134607
927	0.5332411503
928	0.5322667861
929	0.5318053814
930	0.5317391968
931	0.5316549896
932	0.5315369082
933	0.5313797357
934	0.5313191386
935	0.5312598227
936	0.5309543759
937	0.5308979246
938	0.5308160671
939	0.5307499502
940	0.5306939169
941	0.5306393515
942	0.530527689
943	0.5297216084
944	0.5295742867
945	0.5295143677
946	0.5294591748
947	0.5292729998
948	0.5291928521
949	0.5291427664
950	0.5290428037
951	0.5289857101
952	0.5289185378
953	0.5285985337
954	0.5284368472
955	0.528334458
956	0.5279849969
957	0.5279369068
958	0.5278715772
959	0.5278215249
960	0.5273134838
961	0.5272175245
962	0.5270611565
963	0.5269718089
964	0.5269187756
965	0.526856089
966	0.5268067421
967	0.5266435913
968	0.5264443089
969	0.5263584652
970	0.5262895777
971	0.5259788848
972	0.5259181735
973	0.5257058617
974	0.5253370694
975	0.5252695038
976	0.5252194188
977	0.5248804936
978	0.5248060889
979	0.5245042374
980	0.524421055
981	0.5243634501
982	0.5243032013
983	0.5242088952
984	0.5240939854
985	0.5239879932
986	0.5238436956
987	0.5235533352
988	0.5235094024
989	0.5233044476
990	0.5229877379
991	0.5229151482
992	0.5227397801
993	0.5225335741
994	0.5224678941
995	0.5223749784
996	0.522274844
997	0.5220628023
998	0.5219520138
999	0.5219112227
